"code"	"name"	"estimated_value"	"estimated_growth_rate"	"today_net_unit_value"	"today_daily_growth_rate"	"estimation_bias"	"yesterday_net_unit_value"	"is_buy"
"003646"	"创金合信中证1000指数增强A"	"0.9901"	"1.79%"	"---"	"---"	"---"	"0.9727"	"1"
"004194"	"招商中证1000指数增强A"	"0.9131"	"1.79%"	"---"	"---"	"---"	"0.8971"	"1"
"003647"	"创金合信中证1000指数增强C"	"0.9827"	"1.79%"	"---"	"---"	"---"	"0.9655"	"1"
"004693"	"前海联合泳隽混合A"	"1.0065"	"1.79%"	"---"	"---"	"---"	"0.9888"	"0"
"005313"	"万家中证1000指数增强A"	"1.0468"	"1.79%"	"---"	"---"	"---"	"1.0284"	"1"
"005314"	"万家中证1000指数增强C"	"1.0460"	"1.79%"	"---"	"---"	"---"	"1.0276"	"1"
"161039"	"富国中证1000指数增强"	"1.1746"	"1.79%"	"---"	"---"	"---"	"1.1540"	"1"
"006486"	"广发中证1000指数A"	"1.1636"	"1.79%"	"---"	"---"	"---"	"1.1432"	"1"
"006487"	"广发中证1000指数C"	"1.1636"	"1.79%"	"---"	"---"	"---"	"1.1432"	"1"
"006166"	"建信中证1000指数增强C"	"1.2743"	"1.79%"	"---"	"---"	"---"	"1.2519"	"1"
"006165"	"建信中证1000指数增强A"	"1.2796"	"1.79%"	"---"	"---"	"---"	"1.2571"	"1"
"004890"	"中邮文娱灵活配置混合"	"1.2326"	"1.79%"	"---"	"---"	"---"	"1.2110"	"1"
"006281"	"万家人工智能混合"	"1.1793"	"1.79%"	"---"	"---"	"---"	"1.1585"	"1"
"000522"	"华润元大信息传媒科技混合"	"1.6204"	"1.78%"	"---"	"---"	"---"	"1.5920"	"1"
"000063"	"长盛电子信息主题灵活配置混合"	"1.5755"	"1.78%"	"---"	"---"	"---"	"1.5480"	"1"
"001730"	"兴银大健康"	"0.8244"	"1.78%"	"---"	"---"	"---"	"0.8100"	"1"
"001449"	"华商双驱优选混合"	"1.2366"	"1.78%"	"---"	"---"	"---"	"1.2150"	"1"
"377530"	"上投摩根行业轮动混合A"	"1.9877"	"1.78%"	"---"	"---"	"---"	"1.9530"	"1"
"006348"	"银华盛利混合发起式"	"1.3901"	"1.78%"	"---"	"---"	"---"	"1.3659"	"1"
"090015"	"大成内需增长混合A"	"3.0540"	"1.77%"	"---"	"---"	"---"	"3.0010"	"1"
"110029"	"易方达科讯混合"	"1.2137"	"1.77%"	"---"	"---"	"---"	"1.1926"	"1"
"161033"	"富国中证智能汽车(LOF)"	"1.2426"	"1.77%"	"---"	"---"	"---"	"1.2210"	"1"
"270026"	"广发中小板300联接"	"1.0569"	"1.77%"	"---"	"---"	"---"	"1.0385"	"1"
"005310"	"广发电子信息传媒股票"	"1.1386"	"1.77%"	"---"	"---"	"---"	"1.1188"	"1"
"001294"	"新华战略新兴产业灵活配置混合"	"0.6584"	"1.76%"	"---"	"---"	"---"	"0.6470"	"1"
"004636"	"中信建投智信物联网C"	"1.3880"	"1.75%"	"---"	"---"	"---"	"1.3641"	"1"
"005300"	"万家成长优选混合C"	"1.2168"	"1.75%"	"---"	"---"	"---"	"1.1959"	"1"
"005566"	"创金合信国证2000指数C"	"0.9429"	"1.75%"	"---"	"---"	"---"	"0.9267"	"1"
"001704"	"国投瑞银进宝灵活配置混合"	"1.4007"	"1.75%"	"---"	"---"	"---"	"1.3766"	"1"
"005565"	"创金合信国证2000指数A"	"0.9453"	"1.75%"	"---"	"---"	"---"	"0.9291"	"1"
"001809"	"中信建投智信物联网A"	"1.3367"	"1.75%"	"---"	"---"	"---"	"1.3137"	"1"
"000004"	"中海可转债债券C"	"0.7762"	"1.74%"	"---"	"---"	"---"	"0.7630"	"1"
"001970"	"泰信鑫选灵活配置混合A"	"1.0581"	"1.74%"	"---"	"---"	"---"	"1.0400"	"1"
"000003"	"中海可转债债券A"	"0.7752"	"1.74%"	"---"	"---"	"---"	"0.7620"	"1"
"005299"	"万家成长优选混合A"	"1.2292"	"1.74%"	"---"	"---"	"---"	"1.2081"	"1"
"006133"	"万家智造优势混合C"	"1.4245"	"1.74%"	"---"	"---"	"---"	"1.4002"	"1"
"501062"	"南方瑞合定开混合(LOF)"	"1.0954"	"1.74%"	"---"	"---"	"---"	"1.0767"	"0"
"165511"	"信诚中证500指数分级"	"1.1160"	"1.73%"	"---"	"---"	"---"	"1.0970"	"1"
"660011"	"农银中证500指数"	"1.3142"	"1.73%"	"---"	"---"	"---"	"1.2919"	"1"
"090017"	"大成可转债增强债券"	"1.1241"	"1.73%"	"---"	"---"	"---"	"1.1050"	"1"
"000008"	"嘉实中证500ETF联接A"	"1.3979"	"1.73%"	"---"	"---"	"---"	"1.3741"	"1"
"160616"	"鹏华中证500指数(LOF)A"	"1.1699"	"1.73%"	"---"	"---"	"---"	"1.1500"	"1"
"162711"	"广发中证500ETF联接A"	"1.1307"	"1.73%"	"---"	"---"	"---"	"1.1115"	"1"
"000478"	"建信中证500指数增强A"	"2.0360"	"1.73%"	"---"	"---"	"---"	"2.0014"	"1"
"000962"	"天弘中证500指数A"	"0.8911"	"1.73%"	"---"	"---"	"---"	"0.8760"	"1"
"006783"	"红土创新中证500增强A"	"1.0458"	"1.73%"	"---"	"---"	"---"	"1.0280"	"1"
"001455"	"景顺长城中证500ETF联接"	"0.7162"	"1.73%"	"---"	"---"	"---"	"0.7040"	"1"
"001351"	"诺安中证500指数增强"	"0.7130"	"1.73%"	"---"	"---"	"---"	"0.7009"	"1"
"001702"	"东方创新科技混合"	"1.0423"	"1.73%"	"---"	"---"	"---"	"1.0246"	"1"
"001556"	"天弘中证500指数增强A"	"0.8165"	"1.73%"	"---"	"---"	"---"	"0.8026"	"1"
"161017"	"富国中证500指数(LOF)"	"1.6785"	"1.73%"	"---"	"---"	"---"	"1.6500"	"1"
"001606"	"农银工业4.0混合"	"1.3141"	"1.73%"	"---"	"---"	"---"	"1.2918"	"1"
"164809"	"工银中证500指数"	"1.0872"	"1.73%"	"---"	"---"	"---"	"1.0687"	"1"
"002076"	"浙商中证500指数增强A"	"0.9713"	"1.73%"	"---"	"---"	"---"	"0.9548"	"1"
"002510"	"申万菱信中证500指数增强A"	"1.1275"	"1.73%"	"---"	"---"	"---"	"1.1083"	"1"
"002903"	"广发中证500ETF联接C"	"0.9034"	"1.73%"	"---"	"---"	"---"	"0.8880"	"1"
"003016"	"中金中证500A"	"1.0674"	"1.73%"	"---"	"---"	"---"	"1.0493"	"1"
"002907"	"南方中证500量化增强C"	"0.9339"	"1.73%"	"---"	"---"	"---"	"0.9180"	"1"
"002311"	"创金合信中证500指数增强A"	"0.9822"	"1.73%"	"---"	"---"	"---"	"0.9655"	"1"
"001052"	"华夏中证500ETF联接A"	"0.5738"	"1.73%"	"---"	"---"	"---"	"0.5640"	"1"
"002906"	"南方中证500量化增强A"	"0.9400"	"1.73%"	"---"	"---"	"---"	"0.9240"	"1"
"003578"	"中金中证500C"	"1.0695"	"1.73%"	"---"	"---"	"---"	"1.0513"	"1"
"001557"	"天弘中证500指数增强C"	"0.8048"	"1.73%"	"---"	"---"	"---"	"0.7911"	"1"
"004348"	"南方中证500ETF联接C"	"1.3132"	"1.73%"	"---"	"---"	"---"	"1.2909"	"1"
"003986"	"申万菱信中证500指数优选增强A"	"1.2414"	"1.73%"	"---"	"---"	"---"	"1.2203"	"1"
"003761"	"国泰中证500指数增强C"	"1.0411"	"1.73%"	"---"	"---"	"---"	"1.0234"	"1"
"160119"	"南方中证500ETF联接A"	"1.3216"	"1.73%"	"---"	"---"	"---"	"1.2991"	"1"
"001241"	"国寿安保中证500ETF联接"	"0.5090"	"1.73%"	"---"	"---"	"---"	"0.5003"	"1"
"161037"	"富国中证高端制造指数增强型"	"1.2520"	"1.73%"	"---"	"---"	"---"	"1.2307"	"1"
"004193"	"招商中证500指数C"	"0.9586"	"1.73%"	"---"	"---"	"---"	"0.9423"	"1"
"003760"	"国泰中证500指数增强A"	"1.0548"	"1.73%"	"---"	"---"	"---"	"1.0369"	"1"
"004192"	"招商中证500指数A"	"0.9604"	"1.73%"	"---"	"---"	"---"	"0.9441"	"1"
"005062"	"博时中证500指数增强A"	"1.0143"	"1.73%"	"---"	"---"	"---"	"0.9971"	"1"
"501037"	"汇添富中证500C"	"0.8321"	"1.73%"	"---"	"---"	"---"	"0.8180"	"1"
"501036"	"汇添富中证500A"	"0.8361"	"1.73%"	"---"	"---"	"---"	"0.8219"	"1"
"004791"	"富荣中证500指数C"	"1.0107"	"1.73%"	"---"	"---"	"---"	"0.9935"	"1"
"004945"	"长信中证500指数增强"	"0.9785"	"1.73%"	"---"	"---"	"---"	"0.9619"	"1"
"001214"	"华泰柏瑞中证500ETF联接A"	"0.5681"	"1.73%"	"---"	"---"	"---"	"0.5584"	"1"
"006214"	"平安500ETF联接A"	"1.0962"	"1.73%"	"---"	"---"	"---"	"1.0776"	"1"
"005919"	"天弘中证500指数C"	"0.9104"	"1.73%"	"---"	"---"	"---"	"0.8949"	"1"
"005994"	"国投中证500指数量化增强A"	"1.3093"	"1.73%"	"---"	"---"	"---"	"1.2870"	"1"
"005608"	"华宝中证500增强C"	"0.9293"	"1.73%"	"---"	"---"	"---"	"0.9135"	"1"
"005607"	"华宝中证500增强A"	"0.9354"	"1.73%"	"---"	"---"	"---"	"0.9195"	"1"
"005633"	"建信中证500指数增强C"	"2.0174"	"1.73%"	"---"	"---"	"---"	"1.9831"	"1"
"006215"	"平安500ETF联接C"	"1.0949"	"1.73%"	"---"	"---"	"---"	"1.0763"	"1"
"005965"	"安信中证500指数增强A"	"1.2883"	"1.73%"	"---"	"---"	"---"	"1.2664"	"1"
"070039"	"嘉实中证500ETF联接C"	"1.1041"	"1.73%"	"---"	"---"	"---"	"1.0853"	"1"
"005795"	"博时中证500指数增强C"	"1.0077"	"1.73%"	"---"	"---"	"---"	"0.9906"	"1"
"006382"	"华夏中证500ETF联接C"	"0.5717"	"1.73%"	"---"	"---"	"---"	"0.5620"	"0"
"005966"	"安信中证500指数增强C"	"1.2829"	"1.73%"	"---"	"---"	"---"	"1.2611"	"1"
"006087"	"华泰柏瑞中证500ETF联接C"	"0.5724"	"1.73%"	"---"	"---"	"---"	"0.5627"	"1"
"006132"	"万家智造优势混合A"	"1.4460"	"1.73%"	"---"	"---"	"---"	"1.4214"	"1"
"006751"	"富国互联科技股票"	"1.4320"	"1.73%"	"---"	"---"	"---"	"1.4076"	"1"
"006593"	"博道中证500增强A"	"1.1655"	"1.73%"	"---"	"---"	"---"	"1.1457"	"1"
"004790"	"富荣中证500指数A"	"1.0125"	"1.73%"	"---"	"---"	"---"	"0.9953"	"1"
"006682"	"景顺长城中证500增强"	"0.9833"	"1.73%"	"---"	"---"	"---"	"0.9666"	"1"
"006784"	"红土创新中证500增强C"	"1.0436"	"1.73%"	"---"	"---"	"---"	"1.0259"	"1"
"007028"	"易方达中证500ETF联接A"	"1.0215"	"1.73%"	"---"	"---"	"---"	"1.0041"	"1"
"006594"	"博道中证500增强C"	"1.1622"	"1.73%"	"---"	"---"	"---"	"1.1424"	"1"
"007089"	"国投中证500指数量化增强C"	"1.3052"	"1.73%"	"---"	"---"	"---"	"1.2830"	"1"
"006657"	"方正富邦中证500ETF联接C"	"0.9857"	"1.73%"	"---"	"---"	"---"	"0.9689"	"1"
"006656"	"方正富邦中证500ETF联接A"	"0.9899"	"1.73%"	"---"	"---"	"---"	"0.9731"	"1"
"002316"	"创金合信中证500指数增强C"	"0.9845"	"1.73%"	"---"	"---"	"---"	"0.9678"	"1"
"006611"	"人保中证500指数"	"1.1866"	"1.73%"	"---"	"---"	"---"	"1.1664"	"1"
"006938"	"鹏华中证500指数(LOF)C"	"1.2350"	"1.73%"	"---"	"---"	"---"	"1.2140"	"1"
"006729"	"万家中证500指数增强A"	"1.1572"	"1.73%"	"---"	"---"	"---"	"1.1375"	"1"
"006730"	"万家中证500指数增强C"	"1.1517"	"1.73%"	"---"	"---"	"---"	"1.1321"	"1"
"007386"	"浙商中证500指数增强C"	"0.9704"	"1.73%"	"---"	"---"	"---"	"0.9539"	"1"
"006048"	"长城中证500指数增强A"	"1.0617"	"1.73%"	"---"	"---"	"---"	"1.0437"	"1"
"007413"	"长城中证500指数增强C"	"1.0545"	"1.73%"	"---"	"---"	"---"	"1.0366"	"1"
"007795"	"申万菱信中证500指数增强C"	"1.2110"	"1.73%"	"---"	"---"	"---"	"1.1904"	"1"
"007794"	"申万菱信中证500指数优选增强C"	"1.1245"	"1.73%"	"---"	"---"	"---"	"1.1054"	"1"
"169301"	"财通中证500(LOF)A"	"1.0419"	"1.73%"	"---"	"---"	"---"	"1.0242"	"1"
"169302"	"财通中证500(LOF)C"	"1.0390"	"1.73%"	"---"	"---"	"---"	"1.0213"	"1"
"162216"	"泰达中证500指数增强(LOF)"	"0.9879"	"1.73%"	"---"	"---"	"---"	"0.9711"	"1"
"007029"	"易方达中证500ETF联接C"	"1.0203"	"1.73%"	"---"	"---"	"---"	"1.0030"	"1"
"000755"	"富安达新兴成长混合"	"1.3231"	"1.72%"	"---"	"---"	"---"	"1.3007"	"1"
"000729"	"建信中小盘先锋股票"	"1.3844"	"1.72%"	"---"	"---"	"---"	"1.3610"	"1"
"000549"	"华安大国新经济股票"	"2.1941"	"1.72%"	"---"	"---"	"---"	"2.1570"	"1"
"168002"	"国寿安保策略精选混合(LOF)"	"1.2670"	"1.72%"	"---"	"---"	"---"	"1.2455"	"1"
"005844"	"东方人工智能主题混合"	"1.1399"	"1.72%"	"---"	"---"	"---"	"1.1207"	"1"
"006366"	"兴业安保优选混合"	"1.4396"	"1.72%"	"---"	"---"	"---"	"1.4153"	"1"
"001113"	"南方大数据100A"	"0.6567"	"1.71%"	"---"	"---"	"---"	"0.6457"	"1"
"161903"	"万家行业优选混合(LOF)"	"1.2656"	"1.71%"	"---"	"---"	"---"	"1.2444"	"1"
"003962"	"易方达瑞程灵活配置混合C"	"1.6997"	"1.71%"	"---"	"---"	"---"	"1.6711"	"0"
"003961"	"易方达瑞程灵活配置混合A"	"1.6845"	"1.71%"	"---"	"---"	"---"	"1.6561"	"0"
"004344"	"南方大数据100C"	"0.6501"	"1.71%"	"---"	"---"	"---"	"0.6392"	"1"
"007817"	"国泰中证全指通信设备ETF联接A"	"1.0159"	"1.71%"	"---"	"---"	"---"	"0.9988"	"1"
"007818"	"国泰中证全指通信设备ETF联接C"	"1.0140"	"1.71%"	"---"	"---"	"---"	"0.9970"	"1"
"519181"	"万家和谐增长混合"	"0.8868"	"1.70%"	"---"	"---"	"---"	"0.8720"	"1"
"481010"	"工银中小盘混合"	"1.5021"	"1.70%"	"---"	"---"	"---"	"1.4770"	"1"
"002148"	"国寿安保稳惠混合"	"1.1507"	"1.70%"	"---"	"---"	"---"	"1.1314"	"1"
"519929"	"长信电子信息行业量化混合"	"0.8929"	"1.70%"	"---"	"---"	"---"	"0.8780"	"1"
"163111"	"申万菱信中小板指数(LOF)A"	"1.0123"	"1.69%"	"---"	"---"	"---"	"0.9955"	"1"
"163114"	"申万菱信中证环保产业指数分级"	"1.0807"	"1.69%"	"---"	"---"	"---"	"1.0627"	"1"
"290008"	"泰信发展主题混合"	"1.3982"	"1.69%"	"---"	"---"	"---"	"1.3750"	"1"
"001064"	"广发中证环保ETF联接A"	"0.5728"	"1.69%"	"---"	"---"	"---"	"0.5633"	"1"
"410010"	"华富中小板指数增强"	"1.1779"	"1.69%"	"---"	"---"	"---"	"1.1583"	"1"
"164304"	"新华中证环保产业指数分级"	"1.1623"	"1.69%"	"---"	"---"	"---"	"1.1430"	"1"
"162201"	"泰达宏利成长混合"	"1.3979"	"1.69%"	"---"	"---"	"---"	"1.3747"	"1"
"160634"	"鹏华环保分级"	"0.7586"	"1.69%"	"---"	"---"	"---"	"0.7460"	"1"
"000793"	"工银高端制造股票"	"0.8837"	"1.69%"	"---"	"---"	"---"	"0.8690"	"1"
"002984"	"广发中证环保ETF联接C"	"0.5678"	"1.69%"	"---"	"---"	"---"	"0.5584"	"1"
"001899"	"东海社会安全"	"0.6864"	"1.69%"	"---"	"---"	"---"	"0.6750"	"1"
"161118"	"易方达中小板指数(LOF)"	"1.0288"	"1.69%"	"---"	"---"	"---"	"1.0117"	"1"
"004209"	"大成智惠量化多策略混合"	"1.2538"	"1.69%"	"---"	"---"	"---"	"1.2330"	"1"
"004139"	"中邮军民融合灵活配置混合"	"0.9355"	"1.69%"	"---"	"---"	"---"	"0.9199"	"1"
"164819"	"工银中证环保产业指数分级"	"0.7543"	"1.69%"	"---"	"---"	"---"	"0.7418"	"1"
"006247"	"华夏中小板ETF联接C"	"1.1603"	"1.69%"	"---"	"---"	"---"	"1.1410"	"0"
"006274"	"圆信永丰医药健康"	"1.2428"	"1.69%"	"---"	"---"	"---"	"1.2221"	"1"
"006246"	"华夏中小板ETF联接A"	"1.1658"	"1.69%"	"---"	"---"	"---"	"1.1464"	"1"
"007799"	"申万菱信中小板指数C"	"1.1552"	"1.69%"	"---"	"---"	"---"	"1.1360"	"1"
"007345"	"富国科技创新灵活配置混合"	"1.1980"	"1.69%"	"---"	"---"	"---"	"1.1780"	"0"
"001972"	"前海开源沪港深智慧生活混合"	"1.4591"	"1.68%"	"---"	"---"	"---"	"1.4350"	"1"
"160211"	"国泰中小盘成长混合(LOF)"	"2.4972"	"1.68%"	"---"	"---"	"---"	"2.4560"	"1"
"168501"	"北信瑞丰产业升级"	"1.1327"	"1.68%"	"---"	"---"	"---"	"1.1140"	"1"
"004649"	"国开开航混合"	"1.0069"	"1.68%"	"---"	"---"	"---"	"0.9903"	"1"
"570006"	"诺德中小盘混合"	"1.4764"	"1.68%"	"---"	"---"	"---"	"1.4520"	"1"
"006879"	"华安智能生活混合"	"1.5622"	"1.68%"	"---"	"---"	"---"	"1.5364"	"1"
"000417"	"国联安新精选混合"	"1.0603"	"1.67%"	"---"	"---"	"---"	"1.0429"	"1"
"001409"	"工银互联网加股票"	"0.3955"	"1.67%"	"---"	"---"	"---"	"0.3890"	"1"
"000404"	"易方达新兴成长灵活配置"	"2.8203"	"1.67%"	"---"	"---"	"---"	"2.7740"	"1"
"006110"	"富荣价值精选混合C"	"0.9221"	"1.67%"	"---"	"---"	"---"	"0.9070"	"1"
"006109"	"富荣价值精选混合A"	"1.8842"	"1.67%"	"---"	"---"	"---"	"1.8533"	"1"
"270028"	"广发制造业精选混合"	"2.8800"	"1.66%"	"---"	"---"	"---"	"2.8330"	"1"
"001476"	"中银智能制造股票"	"0.7635"	"1.66%"	"---"	"---"	"---"	"0.7510"	"1"
"519022"	"国泰金泰灵活配置混合C"	"1.3006"	"1.66%"	"---"	"---"	"---"	"1.2794"	"0"
"519020"	"国泰金泰灵活配置混合A"	"1.2866"	"1.66%"	"---"	"---"	"---"	"1.2656"	"1"
"571002"	"诺德灵活配置混合"	"1.6332"	"1.65%"	"---"	"---"	"---"	"1.6067"	"1"
"000020"	"景顺长城品质投资混合"	"2.5423"	"1.65%"	"---"	"---"	"---"	"2.5010"	"1"
"710302"	"富安达增强收益债券C"	"1.1586"	"1.65%"	"---"	"---"	"---"	"1.1398"	"1"
"160212"	"国泰估值优势混合(LOF)"	"2.5017"	"1.65%"	"---"	"---"	"---"	"2.4610"	"1"
"001036"	"嘉实企业变革股票"	"1.1161"	"1.65%"	"---"	"---"	"---"	"1.0980"	"1"
"710301"	"富安达增强收益债券A"	"1.1943"	"1.65%"	"---"	"---"	"---"	"1.1750"	"1"
"002251"	"华夏军工安全混合"	"0.9199"	"1.65%"	"---"	"---"	"---"	"0.9050"	"1"
"000336"	"农银研究精选混合"	"1.3957"	"1.65%"	"---"	"---"	"---"	"1.3731"	"1"
"005461"	"南方希元转债"	"1.1835"	"1.65%"	"---"	"---"	"---"	"1.1643"	"1"
"610001"	"信达澳银领先增长混合"	"1.2847"	"1.64%"	"---"	"---"	"---"	"1.2640"	"1"
"519677"	"银河定投宝腾讯济安指数"	"1.5978"	"1.64%"	"---"	"---"	"---"	"1.5720"	"1"
"001822"	"华商智能生活灵活配置混合"	"1.0652"	"1.64%"	"---"	"---"	"---"	"1.0480"	"1"
"001319"	"农银信息传媒股票"	"0.8944"	"1.64%"	"---"	"---"	"---"	"0.8800"	"1"
"519993"	"长信增利动态策略混合"	"1.0162"	"1.64%"	"---"	"---"	"---"	"0.9998"	"1"
"001404"	"招商移动互联网产业股票基金"	"0.8924"	"1.64%"	"---"	"---"	"---"	"0.8780"	"1"
"580002"	"东吴双动力混合"	"0.7610"	"1.63%"	"---"	"---"	"---"	"0.7488"	"1"
"519697"	"交银优势行业混合"	"4.0196"	"1.63%"	"---"	"---"	"---"	"3.9550"	"1"
"000717"	"融通转型三动力灵活配置混合"	"2.0611"	"1.63%"	"---"	"---"	"---"	"2.0280"	"1"
"020003"	"国泰金龙行业混合"	"0.5976"	"1.63%"	"---"	"---"	"---"	"0.5880"	"1"
"002190"	"农银新能源主题"	"0.9965"	"1.63%"	"---"	"---"	"---"	"0.9805"	"1"
"002580"	"泰信鑫选灵活配置混合C"	"1.0498"	"1.63%"	"---"	"---"	"---"	"1.0330"	"0"
"005400"	"万家潜力价值灵活配置混合A"	"1.3798"	"1.63%"	"---"	"---"	"---"	"1.3577"	"1"
"005401"	"万家潜力价值灵活配置混合C"	"1.3633"	"1.63%"	"---"	"---"	"---"	"1.3415"	"1"
"090012"	"大成深证成长40ETF联接"	"0.9777"	"1.63%"	"---"	"---"	"---"	"0.9620"	"1"
"002168"	"嘉实智能汽车股票"	"1.7611"	"1.62%"	"---"	"---"	"---"	"1.7330"	"1"
"002863"	"金信深圳成长混合发起式"	"1.2408"	"1.62%"	"---"	"---"	"---"	"1.2210"	"1"
"161913"	"万家社会责任18个月定开C"	"1.2656"	"1.62%"	"---"	"---"	"---"	"1.2454"	"0"
"161912"	"万家社会责任18个月定开A"	"1.2702"	"1.62%"	"---"	"---"	"---"	"1.2499"	"0"
"168401"	"红土创新转型精选灵(LOF)"	"1.3468"	"1.62%"	"---"	"---"	"---"	"1.3253"	"1"
"730001"	"方正富邦创新动力混合A"	"1.2658"	"1.61%"	"---"	"---"	"---"	"1.2458"	"1"
"450007"	"国富成长动力混合"	"1.5488"	"1.61%"	"---"	"---"	"---"	"1.5243"	"1"
"519712"	"交银阿尔法核心混合"	"2.5790"	"1.61%"	"---"	"---"	"---"	"2.5380"	"1"
"001125"	"博时互联网主题灵活配置混合"	"0.8556"	"1.61%"	"---"	"---"	"---"	"0.8420"	"1"
"001227"	"中邮信息产业灵活配置混合"	"0.7682"	"1.61%"	"---"	"---"	"---"	"0.7560"	"1"
"002064"	"华富产业升级灵活配置混合"	"1.1848"	"1.61%"	"---"	"---"	"---"	"1.1660"	"1"
"001521"	"国寿安保成长优选股票"	"1.2031"	"1.61%"	"---"	"---"	"---"	"1.1840"	"1"
"004616"	"中欧电子信息产业沪港深股票A"	"1.5103"	"1.61%"	"---"	"---"	"---"	"1.4864"	"1"
"004044"	"金鹰转型动力混合"	"0.9120"	"1.61%"	"---"	"---"	"---"	"0.8975"	"1"
"006992"	"嘉合锦创优势精选混合"	"1.1060"	"1.61%"	"---"	"---"	"---"	"1.0885"	"1"
"005763"	"中欧电子信息产业沪港深股票C"	"1.5883"	"1.61%"	"---"	"---"	"---"	"1.5632"	"1"
